Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ITF MEN - SINGLES M15 Santiago 4 (Chile),clay,header
29.07.,Tenti F.,0,,,,,,[],[],[],[],[],0
29.07.,Heredia S.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago 3 (Chile),clay,header
24.07.,Tenti F.,1,,,,,,[],[],[],[],[],0
24.07.,Aguilar Cardozo J.,2,,,,,,[],[],[],[],[],0
23.07.,Tenti F.,2,,,,,,[],[],[],[],[],0
23.07.,Torrealba B.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Salta (Argentina),clay,header
ITF MEN - SINGLES M15 San Salvador de Jujuy (Argentina),clay,header
CHALLENGER MEN - SINGLES Santa Fe (Argentina) - Qualification,clay,header
08.06.,Tenti F.,0,,,,,,0,0,64%,57% (16/28),31% (5/16),20% (1/5),23% (8/35),33% (4/12),0% (0/0),48% (21/44),26% (12/47),36% (33/91),2,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],0
08.06.,Barreto Sanchez D. A.,2,,,,,,1,1,74%,77% (27/35),67% (8/12),0% (0/0),50% (14/28),69% (11/16),80% (4/5),74% (35/47),52% (23/44),64% (58/91),8,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],0
ITF MEN - SINGLES M25 Coquimbo 2 (Chile),clay,header
CHALLENGER MEN - SINGLES Santos (Brazil) - Qualification,clay,header
04.05.,Tenti F.,0,,,,,,1,0,79%,45% (17/38),30% (3/10),40% (4/10),26% (6/23),31% (5/16),100% (1/1),39% (20/51),28% (11/39),34% (31/90),3,0,14% (1/7),14% (1/7),14% (2/14),[],[],[],[],[],0
04.05.,Pereira J.,2,,,,,,4,0,59%,74% (17/23),69% (11/16),0% (0/1),61% (23/38),80% (8/10),60% (6/10),72% (28/39),61% (31/51),66% (59/90),7,0,86% (6/7),86% (6/7),86% (12/14),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Porto Alegre (Brazil) - Qualification,clay,header
28.04.,Tenti F.,1,,,,,,1,4,68%,58% (38/65),42% (13/31),46% (6/13),38% (23/61),38% (16/42),29% (2/7),53% (51/96),38% (39/103),45% (90/199),3,0,50% (7/14),15% (2/13),33% (9/27),[],[],[],[],[],0
28.04.,Aboian L.,2,,,,,,6,1,59%,62% (38/61),62% (26/42),71% (5/7),42% (27/65),58% (18/31),54% (7/13),62% (64/103),47% (45/96),55% (109/199),7,0,85% (11/13),50% (7/14),67% (18/27),[],[],[],[],[],0
CHALLENGER MEN - SINGLES San Miguel de Tucuman (Argentina),clay,header
24.04.,Tenti F.,0,,,,,,0,2,59%,43% (17/40),43% (12/28),36% (4/11),45% (22/49),48% (10/21),31% (4/13),43% (29/68),46% (32/70),44% (61/138),3,1,36% (4/11),40% (4/10),38% (8/21),[],[],[],[],[],0
24.04.,Kestelboim M.,2,,,,,,2,3,70%,55% (27/49),52% (11/21),69% (9/13),57% (23/40),57% (16/28),64% (7/11),54% (38/70),57% (39/68),56% (77/138),7,0,60% (6/10),64% (7/11),62% (13/21),[],[],[],[],[],0
23.04.,Tenti F.,2,,,,,,0,0,77%,59% (35/59),72% (13/18),67% (6/9),38% (25/65),66% (19/29),35% (6/17),62% (50/81),47% (44/94),54% (94/175),7,0,75% (9/12),46% (6/13),60% (15/25),[],[],[],[],[],0
23.04.,Lingua Lavallen A. L.,1,,,,,,7,5,69%,62% (40/65),34% (10/29),65% (11/17),41% (24/59),28% (5/18),33% (3/9),53% (50/94),38% (31/81),46% (81/175),3,1,54% (7/13),25% (3/12),40% (10/25),[],[],[],[],[],0
CHALLENGER MEN - SINGLES San Miguel de Tucuman (Argentina) - Qualification,clay,header
22.04.,Tenti F.,2,,,,,,0,3,63%,60% (33/55),47% (15/32),67% (8/12),45% (22/49),56% (15/27),56% (5/9),55% (48/87),49% (37/76),52% (85/163),7,0,64% (7/11),45% (5/11),55% (12/22),[],[],[],[],[],0
22.04.,Ratti L.,0,,,,,,0,0,64%,55% (27/49),44% (12/27),44% (4/9),40% (22/55),53% (17/32),33% (4/12),51% (39/76),45% (39/87),48% (78/163),3,1,55% (6/11),36% (4/11),45% (10/22),[],[],[],[],[],0
21.04.,Tenti F.,2,,,,,,2,0,71%,63% (44/70),46% (13/28),50% (6/12),39% (30/76),52% (16/31),56% (5/9),58% (57/98),43% (46/106),50% (103/204),6,0,60% (9/15),33% (5/15),47% (14/30),[],[],[],[],[],0
21.04.,Ribero F.,1,,,,,,1,4,71%,61% (46/76),48% (15/31),44% (4/9),37% (26/70),54% (15/28),50% (6/12),57% (60/106),42% (41/98),50% (101/204),4,2,67% (10/15),40% (6/15),53% (16/30),[],[],[],[],[],0
ITF MEN - SINGLES M25 Asuncion (Paraguay),clay,header
12.03.,Tenti F.,1,,,,,,[],[],[],[],[],0
12.03.,Klier Junior G.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Yerba Buena (Argentina),clay,header
ITF MEN - SINGLES M15 Koszalin (Poland),clay,header
12.06.2024,Tenti F.,1,,,,,,[],[],[],[],[],0
12.06.2024,Almazan Valiente I.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Grodzisk Mazowiecki (Poland),clay,header
05.06.2024,Tenti F.,0,,,,,,[],[],[],[],[],0
05.06.2024,Ferrari F.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 6 (Serbia),clay,header
31.05.2024,Tenti F.,0,,,,,,[],[],[],[],[],0
31.05.2024,Gulin S.,0,,,,,,[],[],[],[],[],0
30.05.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
30.05.2024,Ivanov S. A.,0,,,,,,[],[],[],[],[],0
29.05.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
29.05.2024,Bagnolini D.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 5 (Serbia),clay,header
24.05.2024,Tenti F.,0,,,,,,[],[],[],[],[],0
24.05.2024,Barreto Sanchez D. A.,2,,,,,,[],[],[],[],[],0
23.05.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
23.05.2024,Juhas K.,0,,,,,,[],[],[],[],[],0
21.05.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
21.05.2024,Hess S.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 4 (Serbia),clay,header
15.05.2024,Tenti F.,0,,,,,,[],[],[],[],[],0
15.05.2024,Srbljak G.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago (Chile),clay,header
21.04.2024,Tenti F.,0,,,,,,[],[],[],[],[],0
21.04.2024,Mena F.,2,,,,,,[],[],[],[],[],0
20.04.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
20.04.2024,Nunez D. A.,1,,,,,,[],[],[],[],[],0
19.04.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
19.04.2024,Ribero F.,0,,,,,,[],[],[],[],[],0
18.04.2024,Tenti F.,2,,,,,,[],[],[],[],[],0
18.04.2024,Villalon N.,1,,,,,,[],[],[],[],[],0
