Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Damm M.,3,,,,,,24,4,65%,84% (46/55),60% (18/30),100% (3/3),185 km/h,164 km/h,29% (16/55),48% (11/23),50% (3/6),45,20,83% (10/12),75% (64/85),35% (27/78),56% (91/163),5,0,100% (15/15),21% (3/14),62% (18/29),959,"['2', '0']","['3', '2']","['3', '2']",[],[],2.02
25.08.,Blanch Dar.,0,,,,,,11,3,71%,71% (39/55),52% (12/23),50% (3/6),183 km/h,146 km/h,16% (9/55),40% (12/30),0% (0/3),24,23,86% (6/7),65% (51/78),25% (21/85),44% (72/163),5,0,79% (11/14),0% (0/15),38% (11/29),975,[],[],[],[],[],1.82
22.08.,Damm M.,2,,,,,,10,4,60%,80% (35/44),59% (17/29),67% (2/3),32% (16/50),45% (14/31),40% (2/5),71% (52/73),36% (29/80),53% (81/153),6,0,91% (10/11),18% (2/11),55% (12/22),[],"['2', '1', '4', '1']",[],[],[],1.48
22.08.,Shimizu Y.,0,,,,,,2,3,62%,68% (34/50),55% (17/31),60% (3/5),20% (9/44),41% (12/29),33% (1/3),64% (51/80),29% (21/73),47% (72/153),4,0,82% (9/11),9% (1/11),45% (10/22),[],"['2', '4']",[],[],[],2.68
21.08.,Damm M.,2,,,,,,15,4,64%,85% (39/46),54% (14/26),0% (0/1),185 km/h,155 km/h,26% (13/50),47% (15/32),29% (2/7),35,25,64% (9/14),74% (53/72),34% (28/82),53% (81/154),7,0,92% (11/12),17% (2/12),54% (13/24),"['3', '3', '7', '5']",[],[],[],[],1.90
21.08.,Hassan B.,0,,,,,,6,1,61%,74% (37/50),53% (17/32),71% (5/7),175 km/h,144 km/h,17% (8/46),42% (11/26),100% (1/1),27,24,65% (11/17),66% (54/82),26% (19/72),47% (73/154),3,1,83% (10/12),8% (1/12),46% (11/24),"['3', '2']",[],[],[],[],1.90
19.08.,Damm M.,2,,,,,,9,2,73%,75% (36/48),39% (7/18),89% (8/9),50% (17/34),50% (14/28),67% (4/6),66% (41/62),47% (29/62),56% (70/124),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '3']","['1', '0', '3', '0']",[],[],[],1.43
19.08.,Travaglia S.,0,,,,,,3,1,55%,56% (19/34),50% (14/28),33% (2/6),25% (12/48),61% (11/18),11% (1/9),53% (33/62),34% (21/62),44% (54/124),4,0,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],2.82
13.08.,Rocha H.,2,,,,,,8,2,67%,73% (45/62),65% (20/31),90% (9/10),21% (11/52),44% (11/25),40% (2/5),17,14,60% (3/5),70% (65/93),29% (22/77),51% (87/170),5,0,93% (13/14),14% (2/14),54% (15/28),[],"['2', '0']","['4', '3']",[],[],21.5
13.08.,Damm M.,1,,,,,,6,3,68%,79% (41/52),56% (14/25),60% (3/5),27% (17/62),35% (11/31),10% (1/10),37,49,81% (13/16),71% (55/77),30% (28/93),49% (83/170),5,0,86% (12/14),7% (1/14),46% (13/28),"['5', '3']",[],[],[],[],1.62
12.08.,Damm M.,2,,,,,,14,2,70%,100% (30/30),54% (7/13),100% (1/1),30% (6/20),57% (13/23),100% (3/3),25,14,100% (2/2),86% (37/43),44% (19/43),65% (56/86),9,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '6', '2']","['5', '3']",[],[],[],20.0
12.08.,Poling K.,0,,,,,,1,6,47%,70% (14/20),43% (10/23),0% (0/3),0% (0/30),46% (6/13),0% (0/1),9,14,67% (2/3),56% (24/43),14% (6/43),35% (30/86),1,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.71
11.08.,Damm M.,2,,,,,,7,2,69%,88% (22/25),64% (7/11),100% (1/1),60% (15/25),67% (8/12),71% (5/7),21,8,50% (2/4),81% (29/36),62% (23/37),71% (52/73),8,0,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '5', '1']",[],[],[],19.0
11.08.,Flores J.,0,,,,,,1,3,68%,40% (10/25),33% (4/12),29% (2/7),12% (3/25),36% (4/11),0% (0/1),7,12,33% (2/6),38% (14/37),19% (7/36),29% (21/73),2,0,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],1.62
05.08.,Hussey G.,2,,,,,,3,0,61%,65% (36/55),60% (21/35),71% (5/7),31% (16/52),61% (14/23),60% (3/5),17,22,57% (4/7),63% (57/90),40% (30/75),53% (87/165),7,0,83% (10/12),25% (3/12),54% (13/24),"['1', '0']","['4', '4', '7', '5']",[],[],[],2.19
05.08.,Damm M.,0,,,,,,9,5,69%,69% (36/52),39% (9/23),40% (2/5),35% (19/55),40% (14/35),29% (2/7),30,43,68% (15/22),60% (45/75),37% (33/90),47% (78/165),3,1,75% (9/12),17% (2/12),46% (11/24),"['5', '5']","['4', '3']",[],[],[],1.63
28.07.,Mayo A.,1,,,,,,11,3,56%,81% (30/37),59% (17/29),67% (2/3),34% (22/65),53% (24/45),20% (2/10),26,22,50% (2/4),71% (47/66),42% (46/110),53% (93/176),7,0,92% (11/12),17% (2/12),54% (13/24),"['6', '5']",[],"['2', '0']",[],[],2.23
28.07.,Damm M.,1,,,,,,3,7,59%,66% (43/65),47% (21/45),80% (8/10),19% (7/37),41% (12/29),33% (1/3),31,51,58% (15/26),58% (64/110),29% (19/66),47% (83/176),3,0,83% (10/12),8% (1/12),46% (11/24),[],"['3', '1']",[],[],[],1.61
27.07.,Damm M.,2,,,,,,9,3,52%,90% (27/30),61% (17/28),100% (4/4),22% (8/36),60% (12/20),40% (2/5),32,17,75% (9/12),76% (44/58),36% (20/56),56% (64/114),5,0,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['2', '1']",[],[],[],1.22
27.07.,Hilderbrand T.,0,,,,,,9,6,64%,78% (28/36),40% (8/20),60% (3/5),10% (3/30),39% (11/28),0% (0/4),17,17,41% (7/17),64% (36/56),24% (14/58),44% (50/114),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],4.02
02.07.,Broady L.,2,,,,,,"['2', '1']","['3', '1', '5', '1']","['2', '3', '4', '5']",[],[],2.22
17.03.,Holt B.,2,,,,,,4,2,73%,74% (40/54),60% (12/20),33% (1/3),177 km/h,171 km/h,24% (12/49),70% (23/33),56% (5/9),13,17,75% (3/4),70% (52/74),43% (35/82),56% (87/156),5,0,85% (11/13),38% (5/13),62% (16/26),"['1', '0']","['2', '1', '4', '1']","['2', '1', '4', '1']",[],[],1.33
17.03.,Damm M.,1,,,,,,4,6,60%,76% (37/49),30% (10/33),44% (4/9),194 km/h,186 km/h,26% (14/54),40% (8/20),67% (2/3),29,59,78% (14/18),57% (47/82),30% (22/74),44% (69/156),5,1,62% (8/13),15% (2/13),38% (10/26),"['1', '1', '6', '4']",[],[],[],[],3.15
02.03.,Cina F.,2,,,,,,"['2', '3']",[],[],[],[],2.24
02.03.,Damm M.,0,,,,,,"['3', '1']",[],[],[],[],1.59
01.03.,Damm M.,2,,,,,,"['3', '4']","['3', '3', '6', '4']","['7', '5']",[],[],1.71
01.03.,Strombachs R.,1,,,,,,"['3', '1']","['3', '2']",[],[],[],2.01
28.02.,Damm M.,2,,,,,,"['7', '5']",[],"['1', '0']",[],[],1.28
28.02.,Kouame M.,1,,,,,,[],[],[],[],[],3.40
27.02.,Damm M.,2,,,,,,[],[],[],[],[],1.10
27.02.,Caniato C. A.,0,,,,,,[],[],[],[],[],5.80
26.02.,Damm M.,2,,,,,,"['2', '0', '4', '0']","['2', '1', '6', '5']",[],[],[],1.02
26.02.,Southcombe M.,0,,,,,,[],"['4', '4']",[],[],[],9.50
23.02.,Damm M.,2,,,,,,"['2', '0']",[],"['2', '0', '6', '2']",[],[],1.37
23.02.,Binda A.,1,,,,,,[],"['5', '3']",[],[],[],2.89
22.02.,Damm M.,2,,,,,,"['2', '0']","['5', '4']",[],[],[],1.28
22.02.,Bakshi A.,0,,,,,,[],[],[],[],[],3.40
